Issue-id,Title,Parameter,Issue-URL,Commit-URL,Inconsistency
SPARK-30107,Expose nested schema pruning to all V2 sources,spark.sql.optimizer.nestedSchemaPruning.enabled,https://issues.apache.org/jira/browse/SPARK-30107,https://github.com/apache/spark/commit/5114389aef2cacaacc82e6025696b33d6d20b2a,/
HDFS-12979,StandbyNode should upload FsImage to ObserverNode,DFS_NAMENODE_CHECKPOINT_TXNS_KEY,https://issues.apache.org/jira/browse/HDFS-12979,https://github.com/apache/hadoop/commit/5e6cc6fe8a11a638ba98913ca402efdc988fe73,/
HBASE-22578,HFileCleaner should not delete empty ns/table directories used for user san snapshot feature (#337),MASTER_COPROCESSOR_CONF_KEY,https://issues.apache.org/jira/browse/HBASE-22578,https://github.com/apache/hbase/commit/a399a1452b4840f1a147f84566a76a85f599490,/
HBASE-22578,HFileCleaner should not delete empty ns/table directories used for user san snapshot feature (#337),USER_SCAN_SNAPSHOT_ENABLE,https://issues.apache.org/jira/browse/HBASE-22578,https://github.com/apache/hbase/commit/a399a1452b4840f1a147f84566a76a85f599490,/
HBASE-23107,Avoid temp byte array creation when doing cacheDataOnWrite (#678),HFILEBLOCK_HEADER_SIZE,https://issues.apache.org/jira/browse/HBASE-23107,https://github.com/apache/hbase/commit/0043dfebc5e43705818071c3de062211943829f,/
HBASE-23197,IllegalArgumentException: Wrong FS' on edits replay when… (#740),HBASE_DIR,https://issues.apache.org/jira/browse/HBASE-23197,https://github.com/apache/hbase/commit/b08697ae4a347f34273253e33ba91bb6b7ade5e,/
HBASE-23239,Reporting on status of backing MOB files from client-facing cells (#785),HBASE_DIR,https://issues.apache.org/jira/browse/HBASE-23239,https://github.com/apache/hbase/commit/bc2f16274930e272767ce20ede27eb8fa411724,/
CASSANDRA-15295,Avoid deadlock during CommitLog initialization,cdc_enabled,https://issues.apache.org/jira/browse/CASSANDRA-15295,https://github.com/apache/cassandra/commit/3a8300e0b86c4acfb7b7702197d36cc39ebe94bc,/
CASSANDRA-15295,Avoid deadlock during CommitLog initialization,commitlog_directory,https://issues.apache.org/jira/browse/CASSANDRA-15295,https://github.com/apache/cassandra/commit/3a8300e0b86c4acfb7b7702197d36cc39ebe94bc,/
HBASE-20590,REST Java client is not able to negotiate with the server in the secure mode,REST_KERBEROS_PRINCIPAL,https://issues.apache.org/jira/browse/HBASE-20590,https://github.com/apache/hbase/commit/7da0015a3b58a28ccbae0b03ba7de9ce62b751e1,check code check condition different: != null && ! isEmpty
HBASE-19258,IntegrationTest for Backup and Restore,MASTER_HFILE_CLEANER_PLUGINS,https://issues.apache.org/jira/browse/HBASE-19258,https://github.com/apache/hbase/commit/64ef12080899dad4ab60652a76c68fb59ded04f2,"check code check condition different: contains(cleanerClass),  ==null"
HBASE-16261,MultiHFileOutputFormat Enhancement,TEMPORARY_FS_DIRECTORY_KEY,https://issues.apache.org/jira/browse/HBASE-16261,https://github.com/apache/hbase/commit/c7a7f880dd99a29183e54f0092c10e7a70186d9d,check code check point different
SPARK-22998,[K8S] Set missing value for SPARK_MOUNTED_CLASSPATH in the executors,JARS_DOWNLOAD_LOCATION,https://issues.apache.org/jira/browse/SPARK-22998,https://github.com/apache/spark/commit/6a4206ff04746481d7c8e307dfd0d31ff1402555,"check code: require(downloadDir.isDirectory, errMessage)"
HBASE-21809,Add retry thrift client for ThriftTable/Admin,HBASE_CLIENT_PAUSE,https://issues.apache.org/jira/browse/HBASE-21809,https://github.com/apache/hbase/commit/2776bc0151051c8d20d9b1c2ac6142ade6a31b62,default value inconsistent
SPARK-24926,Ensure numCores is used consistently in all netty configurations,spark.driver.cores,https://issues.apache.org/jira/browse/SPARK-24926,https://github.com/apache/spark/commit/70462f291bf046c648f36063b0161861e6d11898,default value inconsistent
HBASE-23239,Reporting on status of backing MOB files from client-facing cells (#785)*,HBASE_CLIENT_SCANNER_CACHING,https://issues.apache.org/jira/browse/HBASE-24926,https://github.com/apache/hbase/commit/bc2f16274930e272767ce20ede27eb8fa411724,default value inconsistent
SPARK-18061,[THRIFTSERVER] Add spnego auth support for ThriftServer thrift/http protocol,ConfVars.HIVE_SERVER2_SPNEGO_PRINCIPAL,https://issues.apache.org/jira/browse/SPARK-18061,https://github.com/apache/spark/commit/6a2325448000ba431ba3b982d181c017559abfe3,Message: no log info
SPARK-18061,[THRIFTSERVER] Add spnego auth support for ThriftServer thrift/http protocol,ConfVars.HIVE_SERVER2_SPNEGO_KEYTAB,https://issues.apache.org/jira/browse/SPARK-18061,https://github.com/apache/spark/commit/6a2325448000ba431ba3b982d181c017559abfe3,Message: no log info
HBASE-20561,The way we stop a ReplicationSource may cause the RS down,sleepForRetries,https://issues.apache.org/jira/browse/HBASE-20561,https://github.com/apache/hbase/commit/ec66434380aee62289ccf7b173d765bbe7083718,Message: no log info
SPARK-20791,[PYSPARK] Use Arrow to create Spark DataFrame from Pandas,spark.sql.execution.arrow.enabled,https://issues.apache.org/jira/browse/SPARK-20791,https://github.com/apache/spark/commit/209b9361ac8a4410ff797cff1115e1888e2f7e66,"Message: warn quality not good, no explicit option name"
SPARK-20652,[SQL] Store SQL UI data in the new app status store.,LIVE_ENTITY_UPDATE_PERIOD,https://issues.apache.org/jira/browse/SPARK-20652,https://github.com/apache/spark/commit/0ffa7c488fa8156e2a1aa282e60b7c36b86d8af8,Message:code comment quality are not good
HBASE-23197,IllegalArgumentException: Wrong FS' on edits replay when… (#740),HBASE_WAL_DIR,https://issues.apache.org/jira/browse/HBASE-23197,https://github.com/apache/hbase/commit/b08697ae4a347f34273253e33ba91bb6b7ade5e,Message:error message is different
HBASE-22261,Make use of ClusterStatusListener for async client,STATUS_LISTENER_CLASS,https://issues.apache.org/jira/browse/HBASE-22261,https://github.com/apache/hbase/commit/eb912bb1dab793248f47d6ed8ee6f8abb467d10b,Message:log message is a little bit different
HDFS-13977,Override shouldForceSync in QuorumOutputStream to allow for proper auto-sync behavior,IPC_MAXIMUM_DATA_LENGTH,https://issues.apache.org/jira/browse/HDFS-13977,https://github.com/apache/hadoop/commit/d699022fce756d25956d33e022100111aa0dd22,Message:log message is a little bit different
HDFS-13165,[SPS]: Collects successfully moved block details via IBR,DFS_STORAGE_POLICY_ENABLED_KEY,https://issues.apache.org/jira/browse/HDFS-13165,https://github.com/apache/hadoop/commit/2acc50b826fa8b00f2b09d9546c4b3215b89d46d,"Message:log quality not good, no explicit option name"
HDFS-13033,[SPS]: Implement a mechanism to do file block movements for external SPS. ,DFS_CLIENT_USE_DN_HOSTNAME,https://issues.apache.org/jira/browse/HDFS-13033,https://github.com/apache/hadoop/commit/b0cb8d9bb44c963ae686d2b5c1b70bc76b955e10,use Deprecated param
HDFS-12553,Add nameServiceId to QJournalProtocol,DFS_NAMESERVICE_ID,https://issues.apache.org/jira/browse/HDFS-12553,https://github.com/apache/hadoop/commit/8dd1eeb94fef59feaf19182dd8f1fcf1389c7f34,use deprecated param HdfsClientConfigKeys.DeprecatedKeys.DFS_NAMESERVICE_ID
HDFS-12979,StandbyNode should upload FsImage to ObserverNode,DFS_NAMENODE_CHECKPOINT_PERIOD_KEY,https://issues.apache.org/jira/browse/HDFS-12979,https://github.com/apache/hadoop/commit/5e6cc6fe8a11a638ba98913ca402efdc988fe73,use deprecated param use HdfsClientConfigKeys.DeprecatedKeys.DFS_NAMENODE_CHECKPOINT_PERIOD_KEY
HDFS-14560,Allow block replication parameters to be refreshable.,DFS_NAMENODE_REPLICATION_MAX_STREAMS_KEY,https://issues.apache.org/jira/browse/HDFS-14560,https://github.com/apache/hadoop/commit/4f455290b15902e7e44c4b1a762bf915414b2bb6,use deprecated param use HdfsClientConfigKeys.DeprecatedKeys.DFS_NAMENODE_REPLICATION_MAX_STREAMS_KEY
HDFS-12895,RBF: Add ACL support for mount table,DFS_PERMISSIONS_ENABLED_KEY,https://issues.apache.org/jira/browse/HDFS-12895,https://github.com/apache/hadoop/commit/ee028bfdf1c88a27cd925bed93ebb599a164dd2e,use deprecated param use HdfsClientConfigKeys.DeprecatedKeys.DFS_PERMISSIONS_ENABLED_KEY
HDFS-12895,RBF: Add ACL support for mount table,DFS_PERMISSIONS_SUPERUSERGROUP_KEY,https://issues.apache.org/jira/browse/HDFS-12895,https://github.com/apache/hadoop/commit/ee028bfdf1c88a27cd925bed93ebb599a164dd2e,use deprecated param use HdfsClientConfigKeys.DeprecatedKeys.DFS_PERMISSIONS_SUPERUSERGROUP_KEY
SPARK-24926,Ensure numCores is used consistently in all netty configurations,spark.submit.deployMode,https://issues.apache.org/jira/browse/SPARK-24926,https://github.com/apache/spark/commit/70462f291bf046c648f36063b0161861e6d11898,use statement  == or contain
HBASE-20586,SyncTable tool: Add support for cross-realm remote clusters,hbase.security.authentication,https://issues.apache.org/jira/browse/HBASE-20586,https://github.com/apache/hbase/commit/cd61bcc01eb29eb3509f72cf72326605afefabc8,use statement: case-sensitive
SPARK-29558,ResolveTables and ResolveRelations should be order-insensitive,spark.sql.globalTempDatabase (static configuration),https://issues.apache.org/jira/browse/SPARK-29558,https://github.com/apache/spark/commit/6b4b6a87cde8e29da5cbc2ee00242ec74d5477b,use statement: case-sensitive
HDFS-12486,GetConf to get journalnodeslist.,DFS_NAMENODE_SHARED_EDITS_DIR_KEY,https://issues.apache.org/jira/browse/HDFS-12486,https://github.com/apache/hadoop/commit/cda3378659772f20fd951ae342dc7d9d6db29534,use statement: conf.getTrimmed
SPARK-29347,Add JSON serialization for external Rows,spark.sql.session.timeZone,https://issues.apache.org/jira/browse/SPARK-29347,https://github.com/apache/spark/commit/1f1443ebb2a52d311e599880c4065977ec1ee9d,use statement: DateFormatter or DateFormatter.apply
SPARK-30112,Allow insert overwrite same table if using dynamic partition overwrite,spark.sql.sources.partitionOverwriteMode,https://issues.apache.org/jira/browse/SPARK-30112,https://github.com/apache/spark/commit/c1a5f94973213b1cad15388f3ef8a488424c34a,use statement: get api
SPARK-23049,[SQL] `spark.sql.files.ignoreCorruptFiles` should work for ORC files,spark.sql.files.ignoreCorruptFiles,https://issues.apache.org/jira/browse/SPARK-23049,https://github.com/apache/spark/commit/9a96bfc8bf021cb4b6c62fac6ce1bcf87affcd43,use statement: pre-condition: runtime exception or IO exception
