Issue-ID,Title,Parameter,Issue-URL,Commit-URL,Change type,Impact,Checking content,Handling action,Message leave,Note
CASSANDRA-14991,SSL Cert Hot Reloading should check for sanity of the new keystore/truststore before loading it,conf.client_encryption_options,https://issues.apache.org/jira/browse/CASSANDRA-14991,https://github.com/apache/cassandra/commit/16ef9ac37c21c4f9091cd1f3658e54abddab8ad8,add checking code,system wrong state: fail accepting new connections,not null check: serverOpts != null,throw ConfigurationException with message(didn't catch) & throw I/O excpetion and catch exception with logger.error,/,"SSL Cert Hot Reloading assumes that the keystore & truststore are valid. However, a corrupt store or a password mismatch can cause Cassandra to fail accepting new connections as we throw away the old SslContext. This patch will ensure that we check the sanity of the certificates during startup and during hot reloading. This should protect against bad key/trust stores. As part of this PR, I have cleaned up the code a bit."
HBASE-21031,Memory leak if replay edits failed during region opening,hbase.hregion.memstore.mslab.enabled,https://issues.apache.org/jira/browse/HBASE-21031,https://github.com/apache/hbase/commit/4a52ddb75e2d18c6b044146b03bb1dba90ec4184,add checking code,system wrong state: memory is leak forever,check under specific context: with memstore,add log.warn,/,"After this exception, the memstore did not roll back, and since MSLAB is used, all the chunk allocated won't release for ever. Those memory is leak forever"
CASSANDRA-14084,Fix imbalanced disks when replacing node with same address with JBOD,DatabaseDescriptor.getReplaceAddress(),https://issues.apache.org/jira/browse/CASSANDRA-14084,https://github.com/apache/cassandra/commit/50e6e721b2a81da7f11f60a2fa405fd46e5415d4,add checking code,system wrong state: sstables to be randomly spread across disks potentially causing imbalance,not null check:wether the value is null,no special action,/,"While investigating CASSANDRA-14083, I noticed that we use the pending ranges to calculate the disk boundarieswhen the node is bootstrapping. The problem is that when the node is replacing a node with the same address, it sets itself as normal locally (for other unrelated reasons), so the local ranges will be null and consequently the disk boundaries will be null. This will cause the sstables to be randomly spread across disks potentially causing imbalance."
HBASE-20576,Check remote WAL directory when creating peer and transiting peer to A,peerConfig.getRemoteWALDir,https://issues.apache.org/jira/browse/HBASE-20576,https://github.com/apache/hbase/commit/603110719d9d26705e782ba048db713b18cb076a,add checking code,system wrong state: stuck there forever,semantic check: isAbsolute(),throw DoNotRetryIOException with message,/,"When testing on the real cluster I typed a wrong remote wal directory. Then I start the procedure for transiting the peer to A, the procedure was stuck there for ever"
HBASE-19630,Add peer cluster key check when add new replication peer,ZKConfig.validateClusterKey  (a set of params),https://issues.apache.org/jira/browse/HBASE-19630,https://github.com/apache/hbase/commit/1025388da6df8516fbbdf0dc21249660602f0b01,add checking code,system wrong state: will retry forever and can not recover,general check,throw DoNotRetryIOException with message,/,OK. Then +1. I also hit this problem when implementing HBASE-19592. If the cluster key is error then the add peer procedure will retry forever and can not recover...
SPARK-24954,Fail fast on job submit if run a barrier stage with dynamic resource allocation enabled,spark.dynamicAllocation.enabled,https://issues.apache.org/jira/browse/SPARK-24954,https://github.com/apache/spark/commit/92b48842b944a3e430472294cdc3c481bad6b804,add checking code,system wrong state:There can be deadlock with two concurrent applications.,check under specific context: spark.dynamicAllocation.enabled (conf) is XOR with rdd.isBarrier (not conf),throw SparkException with message,/,"We don't support run a barrier stage with dynamic resource allocation enabled, it shall lead to some confusing behaviors (eg. with dynamic resource allocation enabled, it may happen that we acquire some executors (but not enough to launch all the tasks in a barrier stage) and later release them due to executor idle time expire, and then acquire again). We perform the check on job submit and fail fast if running a barrier stage with dynamic resource allocation enabled."
SPARK-28577,Ensure executorMemoryHead requested value not less than MEMORY_OFFHEAP_SIZE when MEMORY_OFFHEAP_ENABLED is true,MEMORY_OFFHEAP_SIZE,https://issues.apache.org/jira/browse/SPARK-28577,https://github.com/apache/spark/commit/a07f795aead3bd81e7cccad30a7f6148c09ed8a,add checking code,give reason,single value range check: >0,throw IllegalArgumentException with message,/,"If MEMORY_OFFHEAP_ENABLED is true, we should ensure executorOverheadMemory not less than MEMORY_OFFHEAP_SIZE, otherwise the memory resource requested for executor may be not enough."
SPARK-24761,[SQL] Adding of isModifiable() to RuntimeConfig,isModifiable  (a set of params),https://issues.apache.org/jira/browse/SPARK-24761,https://github.com/apache/spark/commit/3ab48f985c7f96bc9143caad99bf3df7cc984583,add checking code,unexpected result: does not may any effects.,read-only configuration,no special action,/,"In the PR, I propose to extend `RuntimeConfig` by new method `isModifiable()` which returns `true` if a config parameter can be modified at runtime (for current session state). For static SQL and core parameters, the method returns `false`."
SPARK-22533,[CORE] Handle deprecated names in ConfigEntry.,SparkConf.getDeprecatedConfig  (a set of params),https://issues.apache.org/jira/browse/SPARK-22533,https://github.com/apache/spark/commit/c13b60e0194c90156e74d10b19f94c70675d21ae,add checking code,unexpected result: does not respect the deprecated keys,use deprecated param,add log warning,/,"This change hooks up the config reader to `SparkConf.getDeprecatedConfig`, so that config constants with deprecated names generate the proper warnings."
SPARK-29865,Ensure client-mode executors have same name prefix,KUBERNETES_EXECUTOR_POD_NAME_PREFIX,https://issues.apache.org/jira/browse/SPARK-29865,https://github.com/apache/spark/commit/b095232f630221926a9eabb8233c20d03c9a6eb,add checking code,"unexpected result: each executor ends up with a different name prefix, which makes debugging a little bit annoying.",not null check: !sc.conf.contains(KUBERNETES_EXECUTOR_POD_NAME_PREFIX),auto-correction: use spark.app.name,/,"If KUBERNETES_EXECUTOR_POD_NAME_PREFIX is not set, initialize it so that all executors have the same prefix. This is needed for client mode, where the feature steps code that sets this  configuration is not used."
HBASE-22559,[RPC] set guard against CALL_QUEUE_HANDLER_FACTOR_CONF_KEY,hbase.ipc.server.callqueue.handler.factor,https://issues.apache.org/jira/browse/HBASE-22559,https://github.com/apache/hbase/commit/ab4453158a41e29bb75e219079584997be756cbe,add checking code,unexpected result: handlers will be expanded twice,"single value range check: [0.0, 1.0]","auto-correction: change to the default value, with log message",/,"CALL_QUEUE_HANDLER_FACTOR_CONF_KEY is hbase.ipc.server.callqueue.handler.factor, a float number, which is supposed between [0.0, 1.0]. If it is greater than 1, for example, 2.0, the call queues and handlers will be expanded twice: We already have hbase.regionserver.handler.count set, what mentioned above looks tricky. The purpose of this conf is to control how many handlers can share one call queue, expanding the number of handlers (a kind of side-effects) is not included, from my understanding."
SPARK-26060,Track SparkConf entries and make SET command reject such entries.,ConfigEntry.findEntry(key) (a set of params),https://issues.apache.org/jira/browse/SPARK-26060,https://github.com/apache/spark/commit/8edb64c1b9ee49d836e171a459dd93f524df92bf,add checking code,unexpected result: has no effect without any warnings,parsing check,throw AnalysisException(not handled) with message,/,"Currently the SET command works without any warnings even if the specified key is for SparkConf entries and it has no effect because the command does not update SparkConf, but the behavior might confuse users. We should track SparkConf entries and make the command reject for such entries."
HBASE-18784,if available query underlying outputstream capabilities where we need hflush/hsync.,hbase.procedure.store.wal.use.hsync hbase.wal.dir,https://issues.apache.org/jira/browse/HBASE-18784,https://github.com/apache/hbase/commit/e79a007dd9810b33cd508986037e17d45b55a705,add checking code,"Unexpected result: HBase RegionServer process may fail to have access to all the data it previously wrote to its write ahead log, resulting in data loss.","check under specific context the mounted fs of ""hbase.wal.dir"" should support ""hbase.procedure.store.wal.use.hsync""",throw IllegalStateException(runtime exception) with message,/,"In places where we rely on the underlying filesystem holding up the promises of hflush/hsync (most importantly the WAL), we should use the new interfaces provided by HDFS-11644 to fail loudly when they are not present (e.g. on S3, on EC mounts, etc)."
SPARK-30025,Continuous shuffle block fetching should be disabled by default when the old fetch protocol is used,SHUFFLE_USE_OLD_FETCH_PROTOCOL,https://issues.apache.org/jira/browse/SPARK-30025,https://github.com/apache/spark/commit/169415ffac3050a86934011525ea00eef7fca35,add checking code,unexpected result: only shuffle block fetcher will merge the request,check under specific context,add log debug,/,The feature tag of continuous shuffle block fetching is set to true but we can not enable the feature because other conditions are not satisfied.
HBASE-16868,Add a replicate_all flag to avoid misuse the namespaces and table-cfs CONFIG of replication peer,checkPeerConfig (a set of params),https://issues.apache.org/jira/browse/HBASE-16868,https://github.com/apache/hbase/commit/3e2941a49e58080618fd2d2e6757694c96651e0a,add checking code,unexpected result: replicate only one table,parsing check,throw ReplicationException with message,/,If we don't set namespaces and table cfs in peer config. It means replicate all tables to the peer cluster. Then this peer will only replicate table1 to the peer cluster. It changes to replicate only one table from replicate all tables in the cluster. It is very easy to misuse in production cluster. So we should avoid appending table to a peer which replicates all table.
SPARK-24783,spark.sql.shuffle.partitions=0 should throw exception,spark.sql.shuffle.partitions,https://issues.apache.org/jira/browse/SPARK-24783,https://github.com/apache/spark/commit/5ebb4b572318abf1b483b5a8f41aa9b021eb5327,add checking code,unexpected result: result join will be an empty table,single value range check,throw IllegalArgumentException with message,/,if spark.sql.shuffle.partitions=0 and trying to join tables (not broadcast join) result join will be an empty table.
HBASE-19295,"The Configuration returned by CPEnv should be read-only.Adds a ReadOnlyConfiguration that delegates gets but throws exceptionon sets/adds, etc.",Read-only Configuration (a set of params),https://issues.apache.org/jira/browse/HBASE-19295,https://github.com/apache/hbase/commit/4a2e8b852dceb8f68adf33c940621734cc6e2f12,add checking code,unexpected result: results in a call to every registered Configurations loadResource,read-only configuration,throw UnsupportedOperationException,/,"The CP should not be able to modify this config. We should throw exception if they try to write us. missing exception code, with message"
SPARK-25088,Update Rest Server docs & defaults.,spark.master.rest.enabled SPARK_AUTH_SECRET_CONF,https://issues.apache.org/jira/browse/SPARK-25088,https://github.com/apache/spark/commit/10248758438b9ff57f5669a324a716c8c6c8f17b,add checking code,Unexpected result: The RestSubmissionServer does not support authentication via ${authKey},"correlation check, control dependency",throw IllegalArgumentException with message,/,"wrong behavior The RestSubmissionServer does not support authentication via ${authKey}. interaction with other config(control), check before start, with message"
HDFS-14660,[SBN Read] ObserverNameNode should throw StandbyException for requests not from ObserverProxyProvider.,ObserverReadProxyProvider.class,https://issues.apache.org/jira/browse/HDFS-14660,https://github.com/apache/hadoop/commit/02bd02b5af761b6b24fdc4e8e7ede72a51870d5,add checking code,unexpected result: the table will only expose bar and baz columns it may send request to a observer node,check under specific context,throw StandbyException with message,/,"In a HDFS HA cluster with consistent reads enabled (HDFS-12943), clients could be using either ObserverReadProxyProvider, ConfiguredProxyProvider, or something else. Since observer is just a special type of SBN and we allow transitions between them, a client NOT using ObserverReadProxyProvider will need to have dfs.ha.namenodes.<nameservice> include all NameNodes in the cluster, and therefore, it may send request to a observer node. For this case, we should check whether the stateId in the incoming RPC header is set or not, and throw an StandbyException when it is not."
HBASE-17513,Thrift Server 1 uses different QOP settings than RPC and Thrift Server 2 and can easily be misconfigured so there is no encryption when the operator expects it.,hbase.thrift.ssl.enabled hbase.thrift.security.qop,https://issues.apache.org/jira/browse/HBASE-17513,https://github.com/apache/hbase/commit/9a45e0a9ded094d18bdcbbcaf4cf3944e7faf6d9,add checking code,Unexpected result: transport is not encrypted,"correlation check, control dependency",throw IllegalArgumentException with message,/,"This change fixes an issue where users could have unintentionally configured the HBase Thrift1 server to run without wire-encryption, when they believed they had configured the Thrift1 server to do so."
SPARK-22938,Assert that SQLConf.get is accessed only on the driver.,SparkEnv.get.executorId(a set of params),https://issues.apache.org/jira/browse/SPARK-22938,https://github.com/apache/spark/commit/247a08939d58405aef39b2a4e7773aa45474ad12,add checking code,"unexpected result: will read fallbackConf, falling back to default config values",read-only configuration,throw Exception with message,/,"Assert if code tries to access SQLConf.get on executor. This can lead to hard to detect bugs, where the executor will read fallbackConf, falling back to default config values, ignoring potentially changed non-default configs."
SPARK-22217,[SQL] ParquetFileFormat to support arbitrary OutputCommitters,parquet.enable.summary-metadata,https://issues.apache.org/jira/browse/SPARK-22217,https://github.com/apache/spark/commit/9104add4c7c6b578df15b64a8533a1266f90734e,add checking code,unexpected result: won't see the data,"correlation check, control dependency",add log.warn,/,"if the user has set parquet.enable.summary-metadata=true, and set a committer which is not a ParquetOutputCommitter, then they won't see the data."
HBASE-21277,HBASE-21277 Prevent to add same table to two sync replication peer's config,checkSyncReplicationPeerConfigConflict (a set of params),https://issues.apache.org/jira/browse/HBASE-21277,https://github.com/apache/hbase/commit/a1f28f3ca77d1cd9777d694e246b57d642dfcdb8,add checking code,unexpected result: write wal to three places,general check,throw DoNotRetryIOException with message,/,"If a table in two sync replication peer's config, it need write wal to three places: local dir and two remote dir. It is not allowed. Need to add check when add sync replication peer or modify sync replication peer's config."
SPARK-3685,[CORE] Prints explicit warnings when CONFIGured local directories are set to URIs,getConfiguredLocalDirs,https://issues.apache.org/jira/browse/SPARK-3685,https://github.com/apache/spark/commit/bc8933faf238bcf14e7976bd1ac1465dc32b8e2b,add checking code,unexpected result:it doesn't work,semantic check: path is URIs,add log,/,This PR proposes to print warnings before creating local by `java.io.File`. I think we can't just simply disallow and throw an exception for such cases of `hdfs:/tmp/foo` case because it might break compatibility. Note that `hdfs:/tmp/foo` creates a directory called `hdfs:/`.
SPARK-23476,[CORE] Generate secret in local mode when authentication on,SparkLauncher.SPARK_MASTER,https://issues.apache.org/jira/browse/SPARK-23476,https://github.com/apache/spark/commit/c5abb3c2d16f601d507bee3c53663d4e117eb8b5,change checking code constraint,early termination,change check constraint: == 'local',/,/,"If spark is run with ""spark.authenticate=true"", then it will fail to start in local mode."
HBASE-19935,Only allow table replication for sync replication for now,oldPeerConfig.isSyncReplication,https://issues.apache.org/jira/browse/HBASE-19935,https://github.com/apache/hbase/commit/00e54aae24d88ac9c2b84db5ea1eaf11c3e5d73c,change checking code constraint,give reason,change check constraint: only allow table replication,/,/,"Add pre check to only allow table replication for now, no namespace, or replicate all and exclusion. This is used to reduce the difficulty for implementing the sync replication state transition as we need to reopen all the related regions."
HDFS-13081,Datanode#checkSecureConfig should allow SASL and privileged HTTP.,checkSecureConfig,https://issues.apache.org/jira/browse/HDFS-13081,https://github.com/apache/hadoop/commit/f20e10b2dd59f99d9af009bbbb60a067b9893e69,change checking code constraint,give reason,change check constraint,/,/,"If SASL QoP does not have auth-conf, then no need to enforce HTTPS check. If SASL QoP have auth-conf, then we need to enforce HTTPS check"
CASSANDRA-13622,Improve config validation and documentation on overflow and NPE,cassandra.available_processors,https://issues.apache.org/jira/browse/CASSANDRA-13622,https://github.com/apache/cassandra/commit/a586f6c88dab173663b765261d084ed8410efe81,change checking code constraint,not given,change check constraint: ==null -> isNullorEmpty,/,/,"Noting that although it's bad practice to increase a lot of them to such high values, there may be cases where it is necessary and in which case we should handle it appropriately rather than overflowing and surprising the user."
SPARK-25904,Allocate arrays smaller than Int.MaxValue,spark.shuffle.file.buffer,https://issues.apache.org/jira/browse/SPARK-25904,https://github.com/apache/spark/commit/8fbc1830f962c446b915d0d8ff2b13c5c75d22fc,change checking code constraint,proactively,change check constraint: Int.MaxValue -> ByteArrayMethods.MAX_ROUNDED_ARRAY_LENGTH,/,/,"In a few places spark can try to allocate arrays as big as Int.MaxValue, but thats actually too big for the JVM. We should consistently use ByteArrayMethods.MAX_ROUNDED_ARRAY_LENGTH instead. In some cases this is changing defaults for configs, in some cases its bounds on a config, and others its just improving error msgs for things that still won't work."
SPARK-25904,Allocate arrays smaller than Int.MaxValue,spark.shuffle.unsafe.file.output.buffer,https://issues.apache.org/jira/browse/SPARK-25904,https://github.com/apache/spark/commit/8fbc1830f962c446b915d0d8ff2b13c5c75d22fc,change checking code constraint,proactively,change check constraint: Int.MaxValue -> ByteArrayMethods.MAX_ROUNDED_ARRAY_LENGTH,/,/,"In a few places spark can try to allocate arrays as big as Int.MaxValue, but thats actually too big for the JVM. We should consistently use ByteArrayMethods.MAX_ROUNDED_ARRAY_LENGTH instead. In some cases this is changing defaults for configs, in some cases its bounds on a config, and others its just improving error msgs for things that still won't work."
SPARK-25904,Allocate arrays smaller than Int.MaxValue,spark.buffer.write.chunkSize,https://issues.apache.org/jira/browse/SPARK-25904,https://github.com/apache/spark/commit/8fbc1830f962c446b915d0d8ff2b13c5c75d22fc,change checking code constraint,proactively,change check constraint: Int.MaxValue -> ByteArrayMethods.MAX_ROUNDED_ARRAY_LENGTH,/,/,"In a few places spark can try to allocate arrays as big as Int.MaxValue, but thats actually too big for the JVM. We should consistently use ByteArrayMethods.MAX_ROUNDED_ARRAY_LENGTH instead. In some cases this is changing defaults for configs, in some cases its bounds on a config, and others its just improving error msgs for things that still won't work."
HBASE-19783,Change replication peer cluster key/endpoint from a not-null value to null is not allowed,peerConfig.getClusterKey(),https://issues.apache.org/jira/browse/HBASE-19783,https://github.com/apache/hbase/commit/20ccaef8418a34b909256c2a0b68f55b390c9dfb,change checking code constraint,unexpected result: confusing behavior,change check constraint:  not-null value to null is not allowed,/,/,"To reduce the confusing behavior, now when you call updatePeerConfig with empty ClusterKey or ReplicationEndpointImpl, but the value of field of the to-be-updated ReplicationPeerConfig is not null, we will throw exception instead of ignoring them."
HBASE-22531,The HFileReaderImpl#shouldUseHeap return the incorrect true when disabled BlockCache,if (!cacheConf.getBlockCache().isPresent()),https://issues.apache.org/jira/browse/HBASE-22531,https://github.com/apache/hbase/commit/ccabbdd40aff886899a12744de0f6591dd49c6af,change checking code constraint,unexpected result: so many heap allocation,change check constraint:   == null -> .isPresent(),/,/,"I'm having a benchmark with block cache disabled for HBASE-21879 branch. Just caurious about why still so many heap allocation in the heap allocation flame graph async-prof-pid-13311-alloc-4.svg , actually, I've set the following config, which means all allocation should be offheap, while it's not:Say, the CacheConfig#getBlockCache will return a Optional<BlockCache>, which is always non-null:"
SPARK-28577,Ensure executorMemoryHead requested value not less than MEMORY_OFFHEAP_SIZE when MEMORY_OFFHEAP_ENABLED is true,MEMORY_OFFHEAP_SIZE,https://issues.apache.org/jira/browse/SPARK-28577,https://github.com/apache/spark/commit/a07f795aead3bd81e7cccad30a7f6148c09ed8a,change checking code constraint,give reason,change check constraint: add executorOffHeapMemory,/,/,"If MEMORY_OFFHEAP_ENABLED is true, we should ensure executorOverheadMemory not less than MEMORY_OFFHEAP_SIZE, otherwise the memory resource requested for executor may be not enough."
HBASE-21909,Validate the put instance before executing in AsyncTable.put method,hbase.client.keyvalue.maxsize,https://issues.apache.org/jira/browse/HBASE-21909,https://github.com/apache/hbase/commit/dedab71381e14d96da61485f859e0792d8ebc3f9,change checking place,not given,early check,/,/,Move the validatePut method to ConnectionUtils to make sure that we have same behavior for both sync client and async client.
CASSANDRA-15007,Fix SimpleStrategy option validation,replication_factor,https://issues.apache.org/jira/browse/CASSANDRA-15007,https://github.com/apache/cassandra/commit/47d4971b56d97ba8a528f7c17bfd6b11f1ababa3,change checking place,runtime error: configurationexception,early check,/,/,Getting uninformative ConfigurationException when trying to create a keyspace with SimpleStrategy and no replication factor.
SPARK-27192,spark.task.cpus should be less or equal than spark.task.cpus when use static executor allocation,spark.task.cpus spark.executor.cores,https://issues.apache.org/jira/browse/SPARK-27192,https://github.com/apache/spark/commit/39f75b45889951b175c48b2e849e920d0a0eee6e,change checking place,system wrong state: spark will hang when submit new job for TaskSchedulerImpl will not schedule a task,early check,/,/,"When use dynamic executor allocation, if we set spark.executor.cores small than  spark.task.cpus, exception will be thrown as follows:But, if dynamic executor allocation not enabled, spark will hang when submit new job for TaskSchedulerImpl will not schedule a task in a executor which available cores is small than spark.task.cpus. So, when start task scheduler, spark.task.cpus should be check."
HBASE-21857,Do not need to check clusterKey if replicationEndpoint is provided when adding a peer,peerConfig.getClusterKey(),https://issues.apache.org/jira/browse/HBASE-21857,https://github.com/apache/hbase/commit/6f16836c20802ff50ed3b0ab4bc4f1bfa791465e,remove checking code,give reason,not null check ,/,/,"The clusterKey check is done in HBASE-19630, which is part of the work for HBASE-19397. In HBASE-19630 we claim that we always check clusterKey when adding a peer at RS side, but this is not true, as clusterKey could be null. And it will be strange that if we implement a ReplicationEndpoint to kafka and we still need to provide a cluster key in the hbase format."
HBASE-19772,Do not close connection to zk when there are still pending request in ReadOnlyZKClient,connectString (including HConstants.ZOOKEEPER_CLIENT_PORT and HConstants.ZOOKEEPER_QUORUM),https://issues.apache.org/jira/browse/HBASE-19772,https://github.com/apache/hbase/commit/d24fddf3ed4980bf2801b81544b25418133fd60d,error message,/,/,/,add config content: 1->3,Patch makes it so we we don't close out zk if available Tasks to run and nicer logging.
HBASE-20259,Adds logging of CompactingMemStore configuration on construction.,hbase.systemtables.compacting.memstore.type,https://issues.apache.org/jira/browse/HBASE-20259,https://github.com/apache/hbase/commit/c88ca54c16625bc7ab7ebf5eae295fc669d08bb7,error message,/,/,/,add config content: 1->3,Assigned myself. Was getting myself confused as to what was configured; needs stronger declaration in log. Let me write up how to enable/disable too since I've been exercising this over last few days.
SPARK-25140,Catch correct exceptions when expr codegen fails,spark.sql.codegen.factoryMode,https://issues.apache.org/jira/browse/SPARK-25140,https://github.com/apache/spark/commit/07737c87d6086c986785ff0edc43ca94effa4fc6,error message,/,/,/,add config content: 1->1,This pr is to fix bugs when expr codegen fails; we need to catch `java.util.concurrent.ExecutionException` instead of `InternalCompilerException` and `CompileException` . This handling is the same with the `WholeStageCodegenExec `
SPARK-24757,[SQL] Improving the error message for broadcast timeouts,spark.sql.broadcastTimeout park.sql.autoBroadcastJoinThreshold,https://issues.apache.org/jira/browse/SPARK-24757,https://github.com/apache/spark/commit/79c66894296840cc4a5bf6c8718ecfd2b08bcca8,error message,/,/,/,add config content: 1->4,"Currently, the TimeoutException that is thrown on broadcast joins doesn't give any clues to user how to resolve the issue. Need to provide such help to users by pointing out two config parameters: spark.sql.broadcastTimeout and spark.sql.autoBroadcastJoinThreshold."
SPARK-24133,[SQL] Check for integer overflows when resizing WritableColumnVectors,PARQUET_VECTORIZED_READER_BATCH_SIZE RC_VECTORIZED_READER_BATCH_SIZE,https://issues.apache.org/jira/browse/SPARK-24133,https://github.com/apache/spark/commit/8bd27025b7cf0b44726b6f4020d294ef14dbbb7e,error message,/,/,/,add config content:  guidance 3->4,"This behavior is hard to troubleshoot for the users. Spark should instead check for negative requested capacity in WritableColumnVector.reserve() and throw more informative error, instructing the user to tweak ColumnarBatch size."
HBASE-22225,Profiler tab on Master/RS UI not working w/o comprehensive message,/,https://issues.apache.org/jira/browse/HBASE-22225,https://github.com/apache/hbase/commit/4b84ab32b372121f7fec50a4c7310b06e8a86ee0,error message,/,/,/,add config content: add guidance 3->4,"As titled, when checking 1.5.0 RC3 binary package, clicking the ""Profiler"" tab on HMaster/RegionServer web UI, it complains page not found error like below:"
CASSANDRA-14134,Migrate dtests to use pytest and python3,CASSANDRA_SKIP_SYNC,https://issues.apache.org/jira/browse/CASSANDRA-14134,https://github.com/apache/cassandra/commit/d6e508f33c1a7274b5826ad9d5ce814d719bd848,error message,/,/,/,add config content: add option name 1->3,Migrate dtests to use pytest and python3
SPARK-22968,[DSTREAM] Throw an exception on partition revoking issue,group id,https://issues.apache.org/jira/browse/SPARK-22968,https://github.com/apache/spark/commit/5fccdae18911793967b315c02c058eb737e46174,error message,/,/,/,add config content: add option name 1->3,"So instead of throwing an confused exception from Kafka, improve the exception message by identifying revoked partition and directly throw an meaningful exception when partition is revoked."
HDFS-13050,[SPS]: Create start/stop script to start external SPS process.,maxQueueLimitToScan,https://issues.apache.org/jira/browse/HDFS-13050,https://github.com/apache/hadoop/commit/5845c36c16c423107183287cce3be9357dad7564,error message,/,/,/,add config content: add param value 1->3,[SPS]: Create start/stop script to start external SPS process.
HBASE-21338,Warn if balancer is an ill-fit for cluster size,hbase.master.balancer.stochastic.runMaxSteps,https://issues.apache.org/jira/browse/HBASE-21338,https://github.com/apache/hbase/commit/807736fcf153d0d83eab50fd20d096d37c651ca9,error message,/,/,/,add configuration content: 1->4,"See parent issue. Running balancer on a cluster where the max steps was way inadequate, the balancer gave little to no indication that it was ill-configured. In fact, it only logged its starting and then that there was nothing to do though the cluster was obviously out-of-whack. To overcome above mentioned issue, just need to set  ""hbase.master.balancer.stochastic.runMaxSteps"" to true."
SPARK-26529,Add debug logs for confArchive when preparing local resource,confArchive,https://issues.apache.org/jira/browse/SPARK-26529,https://github.com/apache/spark/commit/eb42bb493b1d7c79e9516660b71aec66bdde5d51,error message,/,/,/,add configuration content: add config content: add debug log message point to conf 1->3,"Currently, `Client#createConfArchive` do not handle IOException, and some detail info is not provided in logs. Sometimes, this may delay the time of locating the root cause of io error."
HDFS-12725,BlockPlacementPolicyRackFaultTolerant fails with very uneven racks,/,https://issues.apache.org/jira/browse/HDFS-12725,https://github.com/apache/hadoop/commit/b00f828d84e4e029fd4786ebe827ce704a1b2a04,error message,/,/,/,add configuration content: point to conf 1->2,It might also be useful to log numResultsOflastChoose and totalReplicaExpected.
SPARK-24128,[SQL] Mention CONFIGuration option in implicit CROSS JOIN error,spark.sql.crossJoin.enabled,https://issues.apache.org/jira/browse/SPARK-24128,https://github.com/apache/spark/commit/cd12c5c3ecf28f7b04f566c2057f9b65eb456b7d,error message,/,/,/,add param name and setting guidance 2->4,Mention spark.sql.crossJoin.enabled in implicit cartesian product error msg
SPARK-24337,[CORE] Improve error messages for Spark conf values,catchIllegalValue,https://issues.apache.org/jira/browse/SPARK-24337,https://github.com/apache/spark/commit/0053e153faaa76ea38c845adab137d5be970e5af,error message,/,/,/,add param name and setting guidance 2->4,Improve the exception messages when retrieving Spark conf values to include the key name when the value is invalid.
HBASE-18808,Ineffective config check in BackupLogCleaner,BackupRestoreConstants.BACKUP_ENABLE_KEY,https://issues.apache.org/jira/browse/HBASE-18808,https://github.com/apache/hbase/commit/9f0863ce5f25276e22ac0d3b2c03b4f6f2296578,error message,/,/,/,change log level: warn -> debug,Ineffective config check in BackupLogCleaner
SPARK-26650,Demote noisy HBase-related log message.,"logDebug(""Unable to load HBaseConfiguration."" e)",https://issues.apache.org/jira/browse/SPARK-26650,https://github.com/apache/spark/commit/94ab4901dadbf5de95a88ec5b1b77efee2e764b7,error message,/,/,/,"change log level: warning -> debug, Avoids a noisy warning",So nothing is being thrown here. It's just an exception being logged. Agree that it's unnecessarily noisy
HBASE-21289,"Remove the log ""'hbase.regionserver.maxlogs' was deprecated."" in AbstractFSWAL",hbase.regionserver.maxlogs,https://issues.apache.org/jira/browse/HBASE-21289,https://github.com/apache/hbase/commit/fa5fa6ecdd071b72b58971058ff3ab9d28c3e709,error message,/,/,/,correctness,"This log was added by HBASE-14951. And the description and release note never said this config was deprecated. I thought HBASE-14951 only changed the default value of maxlogs (Please correct me if I am wrong). And we still use this config in our hbase book. So the log ""'hbase.regionserver.maxlogs' was deprecated."" in AbstractFSWAL is confused. Let's remove it. FYI Vladimir Rodionov"
HBASE-21816,Print source cluster replication config directory,/,https://issues.apache.org/jira/browse/HBASE-21816,https://github.com/apache/hbase/commit/a155d17fa6b0afab2c21d404af7ea92f195dcef0,error message,/,/,/,correctness,Print source cluster replication config directory
HDFS-12825,Fsck report shows CONFIG key name for min replication issues,dfs.namenode.replication.min,https://issues.apache.org/jira/browse/HDFS-12825,https://github.com/apache/hadoop/commit/ef7d334d364378070880e647eaf8bac2f12561ee,error message,/,/,/,correctness,Fsck report shows config key name for min replication issues
SPARK-24558,[CORE] wrong Idle Timeout value is used in case of the cacheBlock.,executorIdleTimeoutS,https://issues.apache.org/jira/browse/SPARK-24558,https://github.com/apache/spark/commit/2603ae30be78c6cb24a67c26fb781fae8763f229,error message,/,/,/,correctness,Driver prints the wrong info in the log when the executor which holds cacheBlock is IDLE.Time-out value displayed is not as per configuration value.
SPARK-25073,AM and Executor Memory validation message is not proper while submitting spark yarn application,yarn.nodemanager.resource.memory-mb,https://issues.apache.org/jira/browse/SPARK-25073,https://github.com/apache/spark/commit/c20916a5dc4a7e771463838e797cb944569f6259,error message,/,/,/,correctness,"As the error Message is bit misleading to the user  we can modify the same, We can keep the error message same as executor memory validation message."
